CODIGO,GENERO,ESTUDIANTE,FACULTAD,PROGRAMA,SEDE,JORNADA,SEMESTRE,PERIODO
101823021086,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021087,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021088,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021089,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021090,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,1,2023.2
101823021091,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021092,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021093,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021094,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021095,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
104023020505,M,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,2,2023.2
104023020506,F,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,1,2023.2
104023020508,M,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,1,2023.2
104023020509,M,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,1,2023.2
104023020510,F,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,2,2023.2
104023020511,M,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,2,2023.2
104023020512,F,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,2,2023.2
104023020513,F,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,2,2023.2
104023020514,M,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,2,2023.2
104023020515,F,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,1,2023.2
104023020516,F,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,2,2023.2
104023020517,F,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,2,2023.2
104023020518,M,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,2,2023.2
104023020519,F,Regular,Facultad de Ciencias de la Salud,Fisioterapia,POPAYAN,DIURNO,2,2023.2
104123020520,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,1,2023.2
104123020521,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020522,M,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020523,M,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,1,2023.2
104123020524,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020525,M,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020526,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,1,2023.2
104123020527,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,1,2023.2
104123020528,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020529,M,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,1,2023.2
104123020530,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,1,2023.2
104123020532,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020533,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020534,M,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,1,2023.2
104123020535,M,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020536,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020537,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020538,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020539,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020540,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020541,M,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020543,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020544,M,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,1,2023.2
104123020545,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020546,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,1,2023.2
104123020547,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020548,F,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
100623020693,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020694,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020695,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020696,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020697,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020699,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020700,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020701,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
101823021096,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021097,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021098,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021099,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021100,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Inglés y Francés,POPAYAN,DIURNO,2,2023.2
101823021101,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021102,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021103,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021104,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021105,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021106,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,1,2023.2
101823021107,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021108,F,Primiparo,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,1,2023.2
101823021109,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021110,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021111,F,Primiparo,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021113,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,1,2023.2
101823021114,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021115,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,1,2023.2
101823021116,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021117,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021118,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021119,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021120,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021121,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021122,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021123,M,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021124,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021125,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,1,2023.2
101823021126,F,Regular,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
101823021127,M,Primiparo,Facultad de Ciencias Humanas y Sociales,Licenciatura en Lenguas Modernas con Énfasis en Ingles y Francés – Santander de Quilichao,POPAYAN,DIURNO,2,2023.2
102223021128,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021129,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021130,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021132,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021133,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021134,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021135,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021136,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021137,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021138,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021139,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021140,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021141,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
100623020702,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020703,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,1,2023.2
100623020704,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020705,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020706,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020707,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,1,2023.2
100623020708,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020709,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020710,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020711,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020712,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020713,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,1,2023.2
100623020714,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020715,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020716,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,1,2023.2
100623020717,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,4,2023.2
100623020718,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020719,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020720,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,3,2023.2
100623020721,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,1,2023.2
100623020722,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020723,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
100623020724,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería Electrónica y Telecomunicaciones,POPAYAN,DIURNO,2,2023.2
104723020727,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020728,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020729,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020730,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020731,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020732,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020733,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020734,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020735,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020736,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020737,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020738,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020739,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020740,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020741,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020742,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020743,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020744,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020745,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020746,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020747,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020748,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020749,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020750,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
102223021148,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021149,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021150,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021151,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021152,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021153,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021154,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021155,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
103223021233,F,Regular,Facultad de Ciencias Agrarias,Ingeniería Agroindustrial,POPAYAN,DIURNO,2,2023.2
102223021157,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021158,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021159,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021160,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021161,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021162,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021163,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021164,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021165,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021166,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021167,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021168,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
104823021170,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021171,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,1,2023.2
104823021172,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021173,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,1,2023.2
104823021174,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021175,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021176,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021177,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,1,2023.2
104823021178,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021179,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021180,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,1,2023.2
104823021181,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021182,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021183,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021184,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021185,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021186,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021187,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021188,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021189,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021190,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021191,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,1,2023.2
